Id,MSSubClass,MSZoning,LotFrontage,LotArea,Neighborhood,Condition1,Condition2,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageYrBlt,GarageCars,GarageArea,GarageQual,GarageCond,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice,Street_Grvl,Street_Pave,LotShape_IR1,LotShape_IR2,LotShape_IR3,LotShape_Reg,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,Utilities_AllPub,Utilities_NoSeWa,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,LandSlope_Gtl,LandSlope_Mod,LandSlope_Sev,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,ExterQual_Ex,ExterQual_Fa,ExterQual_Gd,ExterQual_TA,ExterCond_Ex,ExterCond_Fa,ExterCond_Gd,ExterCond_Po,ExterCond_TA,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageFinish_Fin,GarageFinish_RFn,GarageFinish_Unf,PavedDrive_N,PavedDrive_P,PavedDrive_Y,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,TotalSF,Age
600,160,4,24.0,1950,1,2,2,5,6,6,1980,1980,1,1,8,8,0.0,2,3,3,3,81,2,612,23,716,1,4,1,4,716,840,0,1556,1,0,2,1,3,1,3,6,6,1,1980.0,2,452,4,4,161,0,0,0,0,0,0,7,2008,151000,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2272,44
601,60,3,74.0,10927,16,2,2,5,8,5,2005,2005,1,1,12,13,280.0,2,3,0,2,546,5,0,512,1058,1,0,1,4,1058,846,0,1904,1,0,2,1,3,1,0,8,6,1,2003.0,2,736,4,4,179,60,0,0,0,0,0,6,2006,275000,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2962,19
602,50,4,50.0,9000,9,2,2,0,6,6,1937,1950,1,1,13,14,0.0,3,3,3,5,0,5,0,780,780,1,4,1,4,780,595,0,1375,0,0,1,1,3,1,2,6,6,1,1979.0,1,544,4,4,0,162,0,0,126,0,0,12,2007,141000,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2155,87
603,60,3,80.0,10041,20,2,2,5,8,5,1992,1992,1,1,6,6,0.0,2,3,2,2,789,5,0,119,908,1,0,1,4,927,988,0,1915,1,0,2,1,3,1,2,8,6,1,1992.0,2,506,4,4,120,150,0,0,0,0,0,2,2006,220000,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,2823,32
604,160,1,30.0,3182,21,2,2,5,7,5,2004,2005,1,1,8,8,0.0,2,3,3,5,0,5,0,600,600,1,0,1,4,600,600,0,1200,0,0,2,1,2,1,2,4,6,0,2004.0,2,480,4,4,0,172,0,0,0,0,0,6,2010,151000,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,1800,20
605,20,3,88.0,12803,5,2,2,2,7,5,2002,2002,1,1,12,13,99.0,2,3,2,2,922,5,0,572,1494,1,0,1,4,1494,0,0,1494,1,0,2,0,3,1,2,6,6,1,2002.0,2,530,4,4,192,36,0,0,0,0,0,9,2008,221000,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2988,22
606,60,3,85.0,13600,12,2,2,5,7,6,1965,1990,1,1,6,6,176.0,3,3,3,1,454,5,0,314,768,1,4,1,4,1186,800,0,1986,0,0,2,1,3,1,3,7,6,3,1965.0,2,486,4,4,0,42,0,0,189,0,0,10,2009,205000,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2754,59
607,20,3,82.0,12464,5,2,2,2,5,5,1996,1996,1,1,12,13,0.0,2,3,3,2,732,5,0,308,1040,1,2,1,4,1040,0,0,1040,1,0,1,0,3,1,2,6,6,0,2000.0,2,576,4,4,168,0,0,0,0,0,0,11,2009,152000,False,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2080,28
608,20,3,78.0,7800,7,2,2,5,5,8,1948,2002,1,1,8,8,0.0,3,1,3,2,603,5,0,293,896,1,0,1,4,1112,896,0,2008,1,0,3,0,3,1,0,8,6,0,1948.0,1,230,4,4,103,0,0,0,0,0,0,8,2006,225000,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2904,76
609,70,3,78.0,12168,6,2,2,5,8,6,1934,1998,1,1,3,14,0.0,2,3,2,1,428,5,0,537,965,1,4,1,4,1940,1254,0,3194,0,0,2,1,4,1,3,10,6,2,1934.0,2,380,4,4,0,0,0,0,0,0,0,9,2007,359100,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,4159,90
610,20,3,61.0,7943,19,1,2,2,4,5,1961,1961,1,1,12,13,192.0,3,3,2,4,903,5,0,126,1029,1,2,1,4,1029,0,0,1029,1,0,1,0,3,1,3,5,6,0,1961.0,1,261,4,4,64,0,39,0,0,0,0,4,2007,118500,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2058,63
611,60,3,69.0,11050,5,4,2,5,9,5,2000,2000,3,1,12,13,204.0,0,3,2,2,904,5,0,536,1440,1,0,1,4,1476,677,0,2153,1,0,2,1,3,1,0,8,6,2,2000.0,3,736,4,4,253,142,0,0,0,0,0,5,2009,313000,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,3593,24
612,80,3,69.0,10395,14,2,2,7,6,6,1978,1978,1,1,6,6,233.0,2,3,0,0,605,5,0,427,1032,1,4,1,4,1032,0,0,1032,0,1,2,0,3,1,3,6,6,1,1978.0,2,564,4,4,0,0,0,0,0,0,500,7,2007,148000,False,True,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2064,46
613,60,3,69.0,11885,5,2,2,5,8,5,2001,2001,1,1,12,13,108.0,2,3,0,2,990,5,0,309,1299,1,0,1,4,1299,573,0,1872,1,0,2,1,3,1,0,7,6,1,2001.0,2,531,4,4,160,122,0,0,0,0,0,11,2009,261500,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,3171,23
614,20,3,70.0,8402,11,1,2,2,5,5,2007,2007,1,1,12,13,0.0,2,3,3,0,206,5,0,914,1120,1,0,1,4,1120,0,0,1120,0,0,1,0,3,1,3,6,6,0,1980.0,0,0,4,4,0,30,0,0,0,0,0,12,2007,147000,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,2240,17
615,180,4,21.0,1491,10,2,2,6,4,6,1972,1972,1,1,5,5,0.0,2,3,0,3,150,2,480,0,630,1,0,1,4,630,0,0,630,1,0,1,0,1,1,3,3,6,0,1980.0,0,0,4,4,96,24,0,0,0,0,0,5,2010,75500,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,1260,52
616,85,3,80.0,8800,12,1,2,6,6,7,1963,1963,1,1,8,8,156.0,3,3,1,2,763,5,0,173,936,1,0,1,4,1054,0,0,1054,1,0,1,0,3,1,2,6,6,0,1963.0,2,480,4,4,120,0,0,0,0,0,0,5,2010,137500,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,1990,61
617,60,3,69.0,7861,8,2,2,5,6,5,2002,2003,1,1,12,13,0.0,2,3,3,2,457,5,0,326,783,1,0,1,4,807,702,0,1509,1,0,2,1,3,1,2,7,6,1,2002.0,2,393,4,4,100,75,0,0,0,0,0,6,2006,183200,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2292,22
618,45,3,59.0,7227,12,0,2,1,6,6,1954,1954,1,1,8,8,0.0,3,3,3,5,0,5,0,832,832,1,2,1,4,832,0,0,832,0,0,1,0,2,1,2,4,6,0,1962.0,2,528,4,4,0,0,0,0,0,0,0,6,2008,105500,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,1664,70
619,20,3,90.0,11694,16,2,2,2,9,5,2007,2007,3,1,5,5,452.0,0,3,0,2,48,5,0,1774,1822,1,0,1,4,1828,0,0,1828,0,0,2,0,3,1,2,9,6,1,2007.0,3,774,4,4,0,108,0,0,260,0,0,7,2007,314813,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,3650,17
620,60,3,85.0,12244,23,2,2,5,8,5,2003,2003,3,1,12,13,226.0,2,3,1,2,871,5,0,611,1482,1,0,1,4,1482,780,0,2262,1,0,2,1,4,1,2,10,6,2,2003.0,3,749,4,4,168,0,0,0,0,0,0,8,2008,305000,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,3744,21
621,30,3,45.0,8248,7,2,2,2,3,3,1914,1950,1,1,11,12,0.0,3,3,3,1,41,5,0,823,864,1,4,0,1,864,0,0,864,1,0,1,0,2,1,3,5,6,0,1980.0,0,0,4,4,0,0,100,0,0,0,0,9,2008,67000,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,1728,110
622,60,3,90.0,10800,14,2,2,5,6,7,1974,1997,1,1,6,6,0.0,3,3,3,0,956,4,182,384,1522,1,4,1,4,1548,1066,0,2614,0,0,2,1,4,1,3,9,6,1,1974.0,2,624,4,4,38,243,0,0,0,0,0,6,2008,240000,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,4136,50
623,20,3,71.0,7064,19,2,2,2,5,6,1977,1977,1,1,9,10,153.0,3,3,3,1,560,5,0,420,980,1,4,1,4,980,0,0,980,0,0,1,0,3,1,3,6,6,0,1986.0,2,484,4,4,192,0,0,0,0,0,0,7,2009,135000,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,1960,47
624,160,1,69.0,2117,21,2,2,5,6,5,2000,2000,1,1,8,8,513.0,2,3,3,2,420,5,0,336,756,1,0,1,4,756,756,0,1512,0,0,2,1,2,1,2,4,6,1,2000.0,2,440,4,4,0,32,0,0,0,0,0,6,2007,168500,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2268,24
625,60,3,80.0,10400,14,2,2,5,6,5,1972,1972,1,1,12,13,288.0,3,3,3,4,247,5,0,485,732,1,2,1,4,1012,778,0,1790,1,0,1,2,4,1,3,8,3,1,1972.0,2,484,4,4,148,0,0,0,147,0,0,11,2006,165150,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2522,52
626,20,3,87.0,10000,12,2,2,2,6,6,1962,1962,3,1,13,14,261.0,3,3,3,5,0,5,0,1116,1116,1,4,1,4,1116,0,0,1116,0,0,1,1,3,1,3,5,6,0,1962.0,2,440,4,4,0,0,0,0,385,0,0,2,2010,160000,False,True,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2232,62
627,20,3,69.0,12342,12,2,2,2,5,5,1960,1978,3,1,13,14,0.0,3,3,3,5,0,5,0,978,978,1,4,1,4,1422,0,0,1422,0,0,1,0,3,1,3,6,2,1,1960.0,1,286,4,4,0,0,36,0,0,0,600,8,2007,139900,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2400,64
628,80,3,80.0,9600,12,2,2,7,6,6,1955,1972,1,1,0,0,164.0,3,3,0,1,674,3,132,350,1156,1,0,1,4,1520,0,0,1520,1,0,1,0,3,1,3,7,6,2,1955.0,1,364,4,4,0,0,189,0,0,0,0,3,2010,153000,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2676,69
629,60,3,70.0,11606,12,2,2,5,5,5,1969,1969,1,1,9,10,192.0,2,3,0,4,650,5,0,390,1040,1,4,1,4,1040,1040,0,2080,0,1,1,2,5,1,1,9,6,2,1969.0,2,504,4,4,335,0,0,0,0,0,0,9,2007,135000,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,3120,55
630,80,3,82.0,9020,12,1,2,7,6,5,1964,1964,1,7,9,14,259.0,3,3,1,2,624,4,336,288,1248,1,4,1,4,1350,0,0,1350,1,0,1,1,3,1,3,6,6,0,1964.0,2,520,4,4,176,0,0,0,0,0,0,6,2008,168500,False,True,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2598,60
631,70,4,50.0,9000,17,0,2,5,5,6,1880,1991,1,1,12,13,0.0,1,0,3,5,0,5,0,636,636,1,4,1,0,1089,661,0,1750,0,0,1,0,3,1,0,8,6,0,1937.0,1,240,1,3,0,0,293,0,0,0,0,6,2006,124000,False,True,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,2386,144
632,120,3,34.0,4590,16,2,2,2,8,5,2006,2006,1,1,12,13,108.0,2,1,2,2,24,5,0,1530,1554,1,0,1,4,1554,0,0,1554,0,0,2,0,2,1,2,6,6,1,2006.0,2,627,4,4,156,73,0,0,0,0,0,8,2007,209500,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,3108,18
633,20,3,85.0,11900,14,2,2,2,7,5,1977,1977,3,1,9,10,209.0,3,3,3,0,822,5,0,564,1386,1,4,1,4,1411,0,0,1411,0,0,2,0,3,1,3,6,6,1,1977.0,2,544,4,4,192,0,0,0,0,0,0,4,2009,82500,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,2797,47
634,20,3,80.0,9250,12,2,2,2,5,7,1954,2005,1,1,13,14,0.0,3,3,3,1,480,3,468,108,1056,1,4,1,4,1056,0,0,1056,0,1,1,0,3,1,3,6,6,0,1954.0,1,260,4,4,390,0,0,0,0,0,0,7,2007,139400,False,True,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2112,70
635,90,3,64.0,6979,17,2,2,6,6,5,1980,1980,1,1,9,10,0.0,3,3,3,2,1056,5,0,0,1056,1,2,1,4,1056,0,0,1056,2,0,0,0,0,2,3,4,6,0,1980.0,2,576,4,4,264,56,0,0,0,0,600,6,2010,144000,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2112,44
636,190,2,60.0,10896,18,1,2,3,6,7,1914,1995,3,1,12,13,0.0,3,0,3,3,256,5,0,1184,1440,1,0,1,0,1440,1440,515,3395,0,0,2,0,8,2,1,14,6,0,1980.0,0,0,4,4,0,110,0,0,0,0,0,3,2007,200000,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,4320,110
637,30,4,51.0,6120,3,2,2,2,2,3,1936,1950,1,1,0,0,0.0,3,0,3,5,0,5,0,264,264,3,1,0,0,800,0,0,800,0,0,1,0,1,1,1,4,0,1,1980.0,0,0,4,4,0,0,0,0,0,0,0,1,2009,60000,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,1064,88
638,190,4,50.0,6000,17,2,2,0,5,4,1954,1954,1,1,13,14,0.0,3,3,3,5,0,5,0,811,811,1,4,1,0,811,576,0,1387,0,0,2,0,3,2,2,7,6,0,1954.0,1,256,4,4,0,0,0,0,0,0,0,11,2009,93000,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2198,70
639,30,3,67.0,8777,7,1,2,2,5,7,1910,1950,1,1,8,14,0.0,1,3,3,5,0,5,0,796,796,1,2,1,0,796,0,0,796,0,0,1,0,2,1,3,4,6,0,1980.0,0,0,4,4,328,0,164,0,0,0,0,5,2008,85000,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,1592,114
640,120,3,53.0,3982,0,2,2,2,8,5,2006,2006,3,1,12,13,0.0,2,1,0,2,1154,5,0,366,1520,1,0,1,4,1567,0,0,1567,1,0,2,0,1,1,0,7,6,1,2006.0,3,648,4,4,312,0,0,0,0,0,0,10,2006,264561,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,3087,18
641,120,3,62.0,12677,16,2,2,2,8,5,2003,2004,3,1,8,8,472.0,0,3,1,2,1218,5,0,300,1518,1,0,1,4,1518,0,0,1518,0,0,1,1,1,1,0,6,6,1,2003.0,2,588,4,4,185,140,0,0,0,0,0,4,2008,274000,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,3036,21
642,60,1,69.0,7050,21,2,2,5,7,5,2001,2001,1,1,12,13,0.0,2,3,3,2,738,5,0,319,1057,1,0,1,4,1057,872,0,1929,1,0,2,1,3,1,2,7,6,1,2001.0,2,650,4,4,0,235,0,0,0,0,0,5,2007,226000,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2986,23
643,80,3,75.0,13860,12,2,2,7,8,7,1972,1995,1,1,9,14,0.0,2,3,1,2,1410,5,0,542,1952,1,2,1,4,2000,704,0,2704,1,0,2,1,4,1,0,9,6,3,1972.0,2,538,4,4,269,111,0,0,0,0,0,7,2009,345000,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,4656,52
644,60,3,80.0,10793,14,6,2,5,5,5,1969,1969,4,1,14,6,263.0,3,3,3,4,493,1,287,0,780,1,0,1,4,780,840,0,1620,0,0,2,1,4,1,3,7,2,0,1969.0,2,462,4,4,208,0,0,0,0,0,0,4,2007,152000,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2400,55
645,20,1,85.0,9187,21,2,2,2,9,5,2009,2009,1,1,5,5,162.0,0,3,2,2,1121,5,0,645,1766,1,0,1,4,1766,0,0,1766,1,0,2,1,2,1,0,7,6,1,2009.0,3,478,4,4,195,130,0,0,0,0,0,10,2009,370878,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,3532,15
646,20,3,69.0,10530,12,2,2,2,6,5,1971,1971,3,1,9,10,0.0,3,3,3,0,282,3,35,664,981,1,4,1,4,981,0,0,981,1,0,1,1,3,1,3,5,6,0,1979.0,2,576,4,4,0,312,40,0,0,0,0,3,2007,143250,False,True,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,1962,53
